full_name;job_titel_ID;overtime_minuteses;final_payment;paymen_date
Matthew Simonis;8;0;0;24.04.2024
Luis Zulauf;9;1;4;24.04.2024
Pete Reichel;10;1;0;24.04.2024
Dr. Terence SchmelerSchimmel;1;4;4;24.04.2024
Julia Blick;2;4;4;24.04.2024
Anna Mraz;3;0;0;24.04.2024
Eloise FarrellDickens Jr.;4;3;0;24.04.2024
Angelina Towne;5;2;1;24.04.2024
Rodney Shields;6;1;3;24.04.2024
Mr. Boyd Emmerich;7;0;4;24.04.2024
Juanita Kovacek I;8;0;5;24.04.2024
Tabitha Kuhlman;9;0;5;24.04.2024
Shannon Kuphal;10;2;2;24.04.2024
Richard Lueilwitz;1;0;3;24.04.2024
Dr. Tommie Blick;2;2;3;24.04.2024
Christina Barrows;3;4;0;24.04.2024
Kelly Keeling;4;3;4;24.04.2024
Spencer MacGyver;5;4;5;24.04.2024
Tony McClure;6;0;5;24.04.2024
John SchillerHerman III;7;4;4;24.04.2024
Rachel Gutkowski;8;1;3;24.04.2024
Maureen Gusikowski IV;9;2;2;24.04.2024
Miss Terry O'Reilly;10;5;4;24.04.2024
Boyd Frami;1;1;2;24.04.2024
Terrance Stamm;2;3;5;24.04.2024
Geoffrey Cremin;3;5;5;24.04.2024
Joyce West V;4;3;3;24.04.2024
Shawna Feeney;5;3;5;24.04.2024
Sherri Gerlach;6;5;2;24.04.2024
Mr. Homer Purdy;7;5;4;24.04.2024
Jennie Torphy;8;0;4;24.04.2024
Matt Brekke;9;2;2;24.04.2024
Vincent Robel;10;1;1;24.04.2024
Shelly Kshlerin;1;2;3;24.04.2024
Dixie LoweHaley;2;4;2;24.04.2024
Harry Hegmann;3;4;1;24.04.2024
Dr. Marty Waelchi;4;2;2;24.04.2024
Kristi Erdman;5;3;4;24.04.2024
Christian Walter;6;1;4;24.04.2024
Colin Greenholt;7;3;2;24.04.2024
Leah Koelpin;8;2;1;24.04.2024
Terrence Murray;9;2;4;24.04.2024
Guadalupe Mayer;10;3;1;24.04.2024
Sophie Yundt;1;3;1;24.04.2024
Marcus Ziemann;2;3;0;24.04.2024
Mr. Gabriel Berge;3;0;2;24.04.2024
Josephine Blick;4;4;1;24.04.2024
Harvey Stroman;5;0;5;24.04.2024
Warren Cormier;6;5;4;24.04.2024
Tina Fadel DVM;7;0;4;24.04.2024
Ms. Willie Powlowski;8;3;3;24.04.2024
Kristen Feil;9;5;3;24.04.2024
Pat Prohaska;10;1;4;24.04.2024
Tami Nicolas;1;2;5;24.04.2024
Gail O'Hara;2;2;2;24.04.2024
Lydia Jast;3;0;4;24.04.2024
Eunice Thiel;4;0;5;24.04.2024
Bennie Nienow;5;5;4;24.04.2024
Dianna Armstrong;6;0;3;24.04.2024
Geoffrey Gleichner;7;1;1;24.04.2024
Beulah Fahey;8;3;0;24.04.2024
Pamela Fahey;9;0;3;24.04.2024
Mr. Moses Feeney;10;0;0;24.04.2024
Blake Beahan;1;4;0;24.04.2024
Dr. Earl Price;2;4;5;24.04.2024
Joel Ernser;3;3;5;24.04.2024
Cheryl Luettgen;4;1;1;24.04.2024
Marsha Metz;5;5;2;24.04.2024
Rita Jenkins;6;2;3;24.04.2024
Desiree McClure;7;5;2;24.04.2024
Wilson Towne;8;2;5;24.04.2024
Christopher West PhD;9;5;4;24.04.2024
Kellie D'Amore;10;5;4;24.04.2024
Penny RunolfssonSkiles;1;2;3;24.04.2024
Rochelle Brekke;2;4;4;24.04.2024
Oscar Berge Sr.;3;1;0;24.04.2024
Jasmine Renner;4;1;1;24.04.2024
Natalie Weissnat;5;5;2;24.04.2024
Dallas Reichert;6;4;3;24.04.2024
Armando Murazik;7;4;2;24.04.2024
Kurt Collins;8;2;3;24.04.2024
Dr. Kristen Friesen;9;5;5;24.04.2024
Mr. Bert Reynolds;10;3;2;24.04.2024
Thomas LockmanNolan;1;3;5;24.04.2024
Dr. Marlene Schneider;2;1;3;24.04.2024
Gail Christiansen;3;0;1;24.04.2024
Guy Cummerata;4;2;0;24.04.2024
Domingo Nienow MD;5;1;0;24.04.2024
Armando Ryan;6;1;5;24.04.2024
Felix Kihn;7;1;3;24.04.2024
Jerald Hessel;8;5;4;24.04.2024
Monica Okuneva;9;4;2;24.04.2024
Jacqueline Stracke;10;3;1;24.04.2024
Josh Green;1;4;5;24.04.2024
April Little;2;3;5;24.04.2024
Josefina Rosenbaum;3;4;2;24.04.2024
Dr. Bryan Becker DDS;4;3;2;24.04.2024
Mrs. Ruby Gibson;5;0;4;24.04.2024
Charlene Kub;6;1;5;24.04.2024
Abraham Koepp DDS;7;1;0;24.04.2024
Kenneth Mitchell;8;0;3;24.04.2024
Charles Blanda;9;0;1;24.04.2024
Flora Douglas;10;1;2;24.04.2024
Mary McGlynn;1;3;4;24.04.2024
Lorenzo Kuhlman;2;0;1;24.04.2024
Kent Deckow;3;3;5;24.04.2024
Christie Roberts;4;3;1;24.04.2024
Myra Renner;5;0;1;24.04.2024
Bessie Bins I;6;1;2;24.04.2024
Mr. Lonnie Ward;7;4;5;24.04.2024
Horace McGlynn;8;4;1;24.04.2024
Dr. Jerald Adams;9;3;1;24.04.2024
Terry Price;10;1;2;24.04.2024
Mary Considine;1;1;3;24.04.2024
Antoinette Gorczany;2;4;4;24.04.2024
Rudolph Koepp;3;4;5;24.04.2024
Kim Maggio;4;4;5;24.04.2024
Christina Smith;5;5;5;24.04.2024
Ramiro Champlin PhD;6;0;3;24.04.2024
Teresa McDermott DDS;7;3;2;24.04.2024
Arnold Kertzmann;8;4;4;24.04.2024
Toby Ziemann;9;5;4;24.04.2024
Marian Cormier;10;1;1;24.04.2024
Bruce Heidenreich;1;0;5;24.04.2024
Jeannie Zemlak;2;3;0;24.04.2024
Charlie Rath;3;2;3;24.04.2024
Juanita Auer;4;0;3;24.04.2024
Terrance DanielDietrich II;5;2;4;24.04.2024
Dr. Johnathan Lemke V;6;2;2;24.04.2024
Vernon Schaden;7;5;4;24.04.2024
Katherine Heller;8;1;3;24.04.2024
Eduardo Labadie;9;3;2;24.04.2024
Dr. Armando Ullrich;10;5;5;24.04.2024
Andrew Hilpert I;1;0;1;24.04.2024
Arlene Jakubowski;2;2;0;24.04.2024
Edmond Batz;3;2;4;24.04.2024
Alan Pacocha;4;3;5;24.04.2024
Melissa Runte;5;2;2;24.04.2024
Allan Rau;6;0;1;24.04.2024
Thomas Champlin;7;2;3;24.04.2024
Orlando Buckridge;8;2;4;24.04.2024
Mr. Sam Wilderman;9;5;4;24.04.2024
Jo Moore;10;5;2;24.04.2024
Patrick Mueller;1;5;5;24.04.2024
Vanessa Baumbach;2;4;5;24.04.2024
Gregory Boyer;3;5;0;24.04.2024
Roger Hammes;4;3;4;24.04.2024
Jackie Funk Sr.;5;3;0;24.04.2024
Myron VonRueden Sr.;6;0;4;24.04.2024
Alberto Ferry;7;1;2;24.04.2024
Scott Berge;8;4;1;24.04.2024
Pat Barton;9;2;4;24.04.2024
Neil Jaskolski;10;0;2;24.04.2024
Lewis Gusikowski;1;3;1;24.04.2024
Donna Kiehn;2;5;5;24.04.2024
Jackie Wilkinson;3;5;3;24.04.2024
Fannie Dibbert;4;3;4;24.04.2024
Arthur Wintheiser;5;3;4;24.04.2024
Salvador Rodriguez;6;0;0;24.04.2024
Joseph Schulist DDS;7;3;5;24.04.2024
Jeanne Heidenreich;8;1;4;24.04.2024
Violet Koepp II;9;1;4;24.04.2024
Mr. Garry Hilll;10;1;4;24.04.2024
Lydia Heller PhD;1;4;5;24.04.2024
Mr. Nick PaucekAdams;2;5;3;24.04.2024
Lorena McClure MD;3;5;4;24.04.2024
Jesus Kunze;4;0;5;24.04.2024
Ernesto Borer;5;5;1;24.04.2024
Mr. Earnest Cartwright V;6;3;4;24.04.2024
Mr. Darrel Paucek;7;0;5;24.04.2024
Kim Goodwin MD;8;5;0;24.04.2024
Nicholas Ratke;9;1;4;24.04.2024
Marlene Larson;10;0;4;24.04.2024
Courtney Torp;1;2;1;24.04.2024
Pearl Fritsch;2;4;4;24.04.2024
Penny Ritchie;3;3;4;24.04.2024
Doris Jones;4;3;0;24.04.2024
Malcolm Ernser;5;2;5;24.04.2024
Andrew Schroeder;6;1;5;24.04.2024
Wilma Lehner;7;2;4;24.04.2024
Johnny Bailey Sr.;8;0;0;24.04.2024
Elaine Kilback;9;4;2;24.04.2024
Myrtle HoppeMonahan II;10;5;3;24.04.2024
Shirley Gottlieb;1;5;1;24.04.2024
Jacqueline Kautzer;2;5;5;24.04.2024
Mrs. Sherri Heller;3;5;1;24.04.2024
Sabrina Pfannerstill;4;0;1;24.04.2024
Hugh Corkery;5;4;4;24.04.2024
Doyle Tremblay;6;3;5;24.04.2024
Mrs. Angelina Haley;7;2;1;24.04.2024
Willie Russel II;8;0;3;24.04.2024
Sonia Toy;9;4;2;24.04.2024
Maureen Bartell;10;5;1;24.04.2024
Fernando Mueller;1;1;4;24.04.2024
Angie Osinski;2;0;2;24.04.2024
Wendell Muller;3;1;2;24.04.2024
Tony Conroy DDS;4;0;2;24.04.2024
Donnie Gleason;5;3;1;24.04.2024
Rufus Cole PhD;6;3;3;24.04.2024
Elizabeth Koch DDS;7;5;5;24.04.2024
Jay Shanahan;8;5;0;24.04.2024
Cheryl O'Connell;9;2;5;24.04.2024
Dennis Keebler;10;1;3;24.04.2024
Tammy Rutherford Jr.;1;3;2;24.04.2024
Della AbbottSanford;2;3;2;24.04.2024
Dr. Sergio Doyle;3;4;2;24.04.2024
Karl Fay;4;2;1;24.04.2024
Perry Lang;5;5;0;24.04.2024
Timothy Jakubowski;6;5;3;24.04.2024
Violet Kirlin;7;2;0;24.04.2024
Clayton Hauck;8;4;4;24.04.2024
Leigh West;9;4;3;24.04.2024
Andre Carter;10;0;3;24.04.2024
Jeffrey Ryan;1;3;4;24.04.2024
Nicholas Heathcote;2;5;5;24.04.2024
Greg Connelly;3;4;3;24.04.2024
Krystal Denesik;4;0;0;24.04.2024
Bryant Thiel;5;5;3;24.04.2024
Kristen Cartwright;6;5;1;24.04.2024
Mildred Simonis;7;4;0;24.04.2024
Clay Barton;8;2;5;24.04.2024
Dr. Leland Harvey;9;5;4;24.04.2024
Darrin Rowe I;10;3;5;24.04.2024
Dr. Clarence Lockman DVM;1;1;2;24.04.2024
Gregory Thiel Sr.;2;4;0;24.04.2024
Beulah Mayer;3;5;5;24.04.2024
Alfred Stoltenberg;4;4;4;24.04.2024
Mrs. Eula Harris;5;4;3;24.04.2024
Warren Kemmer;6;0;2;24.04.2024
Cecilia Goyette;7;3;3;24.04.2024
Roman Harvey;8;0;1;24.04.2024
Timothy Russel;9;5;4;24.04.2024
Kyle Smitham;10;1;5;24.04.2024
Marcos Conn;1;3;0;24.04.2024
Alicia Steuber;2;5;0;24.04.2024
Della Larkin;3;3;3;24.04.2024
Lois Boehm;4;1;0;24.04.2024
Earl Hyatt;5;2;2;24.04.2024
Sophia Purdy;6;2;5;24.04.2024
Melba Bernhard V;7;0;4;24.04.2024
Belinda Rohan;8;4;0;24.04.2024
Alice Dach;9;2;4;24.04.2024
Stacey Willms;10;0;3;24.04.2024
Mr. Pablo Reilly;1;4;5;24.04.2024
Dr. Violet Rice;2;5;0;24.04.2024
Greg VonSporer;3;4;1;24.04.2024
Seth Shanahan;4;0;0;24.04.2024
Blake Shanahan;5;2;3;24.04.2024
Rickey Hickle;6;2;2;24.04.2024
Angie Sanford;7;5;1;24.04.2024
Janice Mraz;8;2;4;24.04.2024
Francis Grady;9;5;4;24.04.2024
Rogelio Considine PhD;10;5;0;24.04.2024
Ronnie Rath PhD;1;1;4;24.04.2024
Julian Gleichner;2;4;1;24.04.2024
Bryant Lebsack;3;4;2;24.04.2024
Heather Morar;4;3;2;24.04.2024
Keith WunschStracke;5;5;2;24.04.2024
Cory Tillman Jr.;6;3;1;24.04.2024
Stacey Leuschke;7;2;3;24.04.2024
Joey PfannerstillGislason;8;1;3;24.04.2024
Kellie Ullrich;9;5;5;24.04.2024
Christina Muller;10;1;4;24.04.2024
Sonia Rath;1;4;3;24.04.2024
Ginger Padberg;2;2;4;24.04.2024
Naomi Schneider;3;4;5;24.04.2024
Mrs. Gloria Runolfsdottir;4;3;1;24.04.2024
Essie Gleichner;5;0;5;24.04.2024
Vivian Volkman;6;4;5;24.04.2024
Frankie Emard;7;0;5;24.04.2024
Tara Tremblay;8;0;1;24.04.2024
Katie Toy;9;1;0;24.04.2024
Elijah Kshlerin;10;3;4;24.04.2024
Juanita Conn;1;0;2;24.04.2024
Shannon Pollich III;2;1;1;24.04.2024
Ronald Franecki;3;2;4;24.04.2024
Judith Waters;4;3;2;24.04.2024
Sherry Feest;5;0;3;24.04.2024
Marsha Trantow;6;0;2;24.04.2024
Marjorie Kirlin;7;2;3;24.04.2024
Ora Zieme;8;2;1;24.04.2024
Leigh HartmannRoob;9;0;2;24.04.2024
Eloise Mraz;10;5;3;24.04.2024
Theresa Wehner;1;0;4;24.04.2024
Curtis Hagenes;2;5;3;24.04.2024
Kelley Murray MD;3;5;3;24.04.2024
Ashley Schneider;4;5;2;24.04.2024
Nellie Williamson;5;2;1;24.04.2024
Christine KuhicKuhn;6;2;5;24.04.2024
Owen Emard;7;4;4;24.04.2024
Amelia Littel;8;4;3;24.04.2024
Lloyd Hane;9;0;2;24.04.2024
Luther Kshlerin;10;2;0;24.04.2024
Grace Lowe;1;4;0;24.04.2024
Maurice Abshire;2;2;3;24.04.2024
Patti Hodkiewicz;3;3;5;24.04.2024
Lawrence Marks;4;2;3;24.04.2024
Ernesto Klocko;5;0;5;24.04.2024
Amanda Kozey;6;3;5;24.04.2024
Mr. Emilio Koss II;7;0;1;24.04.2024
Daniel O'Hara;8;1;4;24.04.2024
Ms. Jody Mayert;9;5;3;24.04.2024
Kim Ernser;10;3;2;24.04.2024
Neil Cole;1;4;1;24.04.2024
Joanna Swaniawski Sr.;2;2;1;24.04.2024
Willis Thiel;3;3;2;24.04.2024
Lorenzo Rempel;4;5;3;24.04.2024
Angel Cremin;5;1;3;24.04.2024
Roman Friesen;6;2;2;24.04.2024
Angelica Stokes;7;3;4;24.04.2024
Marsha Champlin;8;5;1;24.04.2024
Clarence HammesGreenholt;9;5;5;24.04.2024
Al Bechtelar;10;2;4;24.04.2024
Irving Ritchie;1;2;0;24.04.2024
Delbert Ferry;2;4;3;24.04.2024
Molly Schamberger;3;5;3;24.04.2024
Donald Lindgren Jr.;4;0;1;24.04.2024
Tasha Schaden;5;5;1;24.04.2024
Dominick Prohaska III;6;2;3;24.04.2024
Bill Borer;7;4;5;24.04.2024
Karen SchultzMaggio;8;4;4;24.04.2024
Nettie ZiemeYost;9;3;0;24.04.2024
Jackie Lesch;10;2;2;24.04.2024
Maria Ebert;1;3;3;24.04.2024
Omar Aufderhar;2;4;2;24.04.2024
Carole Luettgen;3;5;2;24.04.2024
Woodrow Glover;4;5;3;24.04.2024
Cecelia Klein;5;3;3;24.04.2024
Elaine Pouros;6;5;0;24.04.2024
Lewis Shields;7;2;5;24.04.2024
Nelson Koelpin;8;4;0;24.04.2024
Enrique Spencer;9;2;3;24.04.2024
Herman Erdman;10;2;3;24.04.2024
Claudia Jaskolski;1;5;5;24.04.2024
Jay Weimann;2;3;5;24.04.2024
Elisa Russel;3;1;3;24.04.2024
Lydia Schulist;4;1;2;24.04.2024
Lindsey Ebert;5;3;1;24.04.2024
Dr. Claudia Orn;6;3;2;24.04.2024
Leroy Nolan;7;2;3;24.04.2024
Mrs. Wanda Boyle;8;4;0;24.04.2024
Danny Koelpin;9;2;0;24.04.2024
Miss Lucille Harber;10;3;3;24.04.2024
Fred Farrell;1;5;2;24.04.2024
Justin Blanda;2;0;2;24.04.2024
Faye Swaniawski;3;1;0;24.04.2024
Sherri Crist;4;5;2;24.04.2024
Toby Abshire;5;4;4;24.04.2024
Joan Morar;6;2;1;24.04.2024
Essie Jerde;7;3;0;24.04.2024
Eunice Legros;8;1;5;24.04.2024
Mathew Stoltenberg;9;3;1;24.04.2024
Regina Hagenes;10;5;3;24.04.2024
Don Lemke;1;1;2;24.04.2024
Orlando Braun;2;2;4;24.04.2024
Dr. Jean Hermann;3;3;4;24.04.2024
Morris Hettinger;4;3;5;24.04.2024
Lowell Medhurst Sr.;5;2;2;24.04.2024
Dr. Mae Hettinger DVM;6;0;0;24.04.2024
Mark Mitchell;7;1;2;24.04.2024
Darryl Boyle;8;3;5;24.04.2024
Roman Ernser;9;0;2;24.04.2024
Carolyn Ratke;10;4;4;24.04.2024
Susie O'Reilly;1;3;3;24.04.2024
Dr. Donald EmmerichGreenfelder DDS;2;2;2;24.04.2024
Mr. William Kassulke;3;4;0;24.04.2024
Renee Kub;4;4;3;24.04.2024
Rachael Bednar;5;5;0;24.04.2024
Lori Dickens;6;0;0;24.04.2024
Ebony Cole;7;0;1;24.04.2024
Mrs. Lee Jones;8;0;2;24.04.2024
Kelly Bradtke;9;4;2;24.04.2024
Amber Beahan;10;0;5;24.04.2024
Casey Okuneva;1;3;4;24.04.2024
Velma Ruecker;2;1;5;24.04.2024
Lowell Mohr;3;2;2;24.04.2024
Dale Wilkinson;4;3;5;24.04.2024
Dr. Jodi Durgan;5;4;1;24.04.2024
Miss Angie Cassin Sr.;6;1;5;24.04.2024
Erik Huels;7;4;0;24.04.2024
Woodrow Brown IV;8;3;5;24.04.2024
Danny FisherJerde;9;5;4;24.04.2024
Candice Kessler;10;4;3;24.04.2024
Josephine BoehmTerry;1;0;5;24.04.2024
Virginia Nolan;2;5;1;24.04.2024
Joshua Kuhn DVM;3;0;3;24.04.2024
Patsy Lind;4;2;4;24.04.2024
Catherine Bednar;5;0;1;24.04.2024
Felix Wisoky;6;2;5;24.04.2024
Alexis Hirthe;7;5;3;24.04.2024
Marion Osinski;8;2;2;24.04.2024
Brendan Toy;9;0;0;24.04.2024
Orlando Koch;10;4;2;24.04.2024
Rosalie Kutch;1;3;5;24.04.2024
Clark Upton;2;5;0;24.04.2024
Jonathon Oberbrunner DDS;3;5;5;24.04.2024
Shelly Gottlieb;4;5;3;24.04.2024
Mr. Ramon Bayer;5;1;5;24.04.2024
Della Crooks;6;3;5;24.04.2024
Christian Mills;7;4;1;24.04.2024
Lester Kuphal;8;3;3;24.04.2024
Albert Davis;9;2;1;24.04.2024
Marcella Lueilwitz;10;2;3;24.04.2024
Dr. Melba Cole;1;2;5;24.04.2024
Yvette Frami;2;2;4;24.04.2024
Mrs. Lillie Brekke;3;5;0;24.04.2024
Holly Weissnat;4;2;2;24.04.2024
Frederick Morar;5;5;1;24.04.2024
Myron Pacocha;6;1;1;24.04.2024
Mr. Greg Blanda;7;4;4;24.04.2024
Leigh Baumbach;8;3;1;24.04.2024
Marc Schoen;9;3;4;24.04.2024
Sandy Tillman;10;4;0;24.04.2024
Tiffany Kilback;1;4;5;24.04.2024
Kellie Witting;2;1;0;24.04.2024
Philip Bartell PhD;3;2;0;24.04.2024
Norma Dibbert II;4;1;1;24.04.2024
Greg Brakus;5;0;1;24.04.2024
Spencer Gulgowski;6;4;0;24.04.2024
Jay Aufderhar;7;0;5;24.04.2024
Duane Barrows Jr.;8;4;1;24.04.2024
Tracy Sipes;9;4;4;24.04.2024
Irvin Farrell;10;4;5;24.04.2024
Evan Hettinger;1;2;1;24.04.2024
Mrs. Jeanne Purdy;2;3;4;24.04.2024
Dr. Herbert Hettinger;3;4;4;24.04.2024
Rickey McGlynn;4;2;5;24.04.2024
Danny Spencer;5;1;4;24.04.2024
Helen Mayert;6;4;2;24.04.2024
Bryant Little II;7;0;0;24.04.2024
Guadalupe DachCasper;8;2;3;24.04.2024
Ramon Gutmann;9;1;2;24.04.2024
Miss Jamie Gorczany;10;2;2;24.04.2024
Joseph Schroeder;1;5;1;24.04.2024
Joey Bahringer;2;4;3;24.04.2024
Gustavo DickiHudson;3;2;3;24.04.2024
Jonathon Hartmann;4;3;3;24.04.2024
Blanca Johns I;5;0;4;24.04.2024
Yvette Luettgen;6;1;5;24.04.2024
Herbert Dibbert;7;2;1;24.04.2024
Brent Beier;8;2;2;24.04.2024
Mrs. Willie Jacobi Sr.;9;0;0;24.04.2024
Dr. Bradford O'Keefe;10;3;4;24.04.2024
Forrest Monahan;1;1;4;24.04.2024
Alberta King;2;5;3;24.04.2024
Mamie Cremin;3;2;5;24.04.2024
April Dicki;4;4;4;24.04.2024
Ms. Meghan Trantow;5;3;1;24.04.2024
Janie PadbergMcCullough;6;5;2;24.04.2024
Harry Upton;7;2;5;24.04.2024
Roger Ritchie;8;5;4;24.04.2024
Sandy Ziemann DDS;9;1;3;24.04.2024
Marian Stiedemann;10;2;2;24.04.2024
Annie HermistonBauch;1;5;4;24.04.2024
Dr. Lowell AndersonKunze;2;5;2;24.04.2024
Kristine Paucek;3;3;0;24.04.2024
Sophie Treutel;4;2;0;24.04.2024
Samuel Cartwright;5;0;5;24.04.2024
Mr. Alexander Hegmann;6;5;2;24.04.2024
Aaron Metz;7;4;0;24.04.2024
Lee Rutherford;8;2;3;24.04.2024
Clinton Hahn;9;0;2;24.04.2024
Olga Shanahan;10;1;3;24.04.2024
Emanuel Ziemann;1;2;2;24.04.2024
Shirley ErnserHand;2;4;0;24.04.2024
Faith Lockman;3;1;3;24.04.2024
Bruce Boehm;4;3;2;24.04.2024
Connie Turcotte;5;5;5;24.04.2024
Charlene Howe;6;3;0;24.04.2024
Muriel Kuhlman V;7;1;2;24.04.2024
Georgia Stehr;8;3;0;24.04.2024
Latoya GorczanyHaag;9;0;0;24.04.2024
Dr. Micheal Reilly;10;3;1;24.04.2024
Carmen Armstrong;1;2;2;24.04.2024
Abel Huels Sr.;2;4;0;24.04.2024
Maxine Will;3;5;4;24.04.2024
Dianne Keeling;4;3;5;24.04.2024
Toby Volkman;5;0;1;24.04.2024
Irene O'Conner;6;5;1;24.04.2024
Eddie Kuhic;7;3;1;24.04.2024
Cary Mayert;8;0;1;24.04.2024
Shelia Streich;9;2;2;24.04.2024
Melba Barrows;10;3;2;24.04.2024
Kim O'Kon;1;0;2;24.04.2024
Terrence O'Hara;2;2;0;24.04.2024
Leticia Walsh;3;1;2;24.04.2024
Dustin Lebsack;4;4;2;24.04.2024
Mitchell Moore;5;2;0;24.04.2024
Roberta Monahan Sr.;6;1;2;24.04.2024
Natasha Connelly;7;2;4;24.04.2024
Al Connelly MD;8;5;2;24.04.2024
Mr. Ramon Jaskolski;9;4;0;24.04.2024
Kay Rutherford PhD;10;5;3;24.04.2024
Ms. Sharon O'Reilly Jr.;1;3;3;24.04.2024
Guillermo Rutherford;2;4;3;24.04.2024
Antonia Champlin;3;5;2;24.04.2024
Bert Williamson I;4;3;4;24.04.2024
Cary Hoppe;5;4;2;24.04.2024
Kim Auer;6;5;4;24.04.2024
Jared Glover;7;3;1;24.04.2024
Allan Larson;8;5;2;24.04.2024
Conrad Sanford;9;5;5;24.04.2024
Emmett Mosciski;10;2;2;24.04.2024
Pearl Kunze;1;2;1;24.04.2024
Dr. Vincent Weimann;2;2;0;24.04.2024
Kate Legros;3;4;3;24.04.2024
Mr. Forrest Gerlach;4;5;1;24.04.2024
Christine Schmidt;5;0;1;24.04.2024
Jay Mayer II;6;5;3;24.04.2024
Claudia Jerde;7;1;2;24.04.2024
Gene O'Connell;8;4;2;24.04.2024
Matthew Smith;9;0;1;24.04.2024
Rudolph Robel IV;10;3;3;24.04.2024
Mr. Gerard Haley;1;4;2;24.04.2024
Ramiro Muller;2;2;3;24.04.2024
Tyler Cartwright;3;2;2;24.04.2024
Julius Reinger;4;1;4;24.04.2024
Alicia Lueilwitz;5;2;5;24.04.2024
Tasha O'Kon I;6;2;0;24.04.2024
Vanessa Bailey;7;0;4;24.04.2024
Woodrow Grady;8;4;4;24.04.2024
Susie Bogan;9;0;4;24.04.2024
Miss Robyn Sanford;10;0;1;24.04.2024
Dr. Lydia Emmerich;1;1;5;24.04.2024
Casey West;2;4;2;24.04.2024
Rosalie Greenfelder MD;3;0;4;24.04.2024
Herbert Goodwin DVM;4;5;1;24.04.2024
Candice Kulas IV;5;4;1;24.04.2024
Lynda HammesOberbrunner;6;3;1;24.04.2024
Corey Rutherford;7;3;4;24.04.2024
Ethel Brekke V;8;0;2;24.04.2024
Cindy Berge;9;1;4;24.04.2024
Kirk Kozey;10;5;2;24.04.2024
Jimmie Abshire DDS;1;4;2;24.04.2024
Bryan Bartoletti;2;1;2;24.04.2024
George Considine;3;4;0;24.04.2024
Johnny Corkery;4;1;2;24.04.2024
Miss Laurie Lindgren;5;2;4;24.04.2024
Cary Pollich;6;5;2;24.04.2024
Ernesto Rogahn;7;4;2;24.04.2024
Dr. Marco Little;8;5;1;24.04.2024
Dr. Sandy Stoltenberg;9;4;0;24.04.2024
Frederick Tromp;10;4;1;24.04.2024
Clyde Crona;1;3;3;24.04.2024
Rochelle SchuppeGoyette;2;3;5;24.04.2024
George Wuckert;3;1;5;24.04.2024
Ken Bernier;4;4;4;24.04.2024
Jamie FerryBergnaum;5;1;2;24.04.2024
Tabitha Gusikowski Jr.;6;1;3;24.04.2024
Kendra Schulist;7;2;1;24.04.2024
Clayton O'Kon PhD;8;1;2;24.04.2024
Mrs. Alyssa Leuschke;9;3;2;24.04.2024
Rita Goyette;10;4;0;24.04.2024
Miss Cristina Jast;1;5;2;24.04.2024
Susan Schuppe;2;1;1;24.04.2024
Frances Daugherty;3;3;4;24.04.2024
Sadie Marquardt;4;4;3;24.04.2024
Stuart Crooks;5;2;0;24.04.2024
Alma Kiehn;6;2;5;24.04.2024
Juana Rogahn;7;5;5;24.04.2024
Carlos Spinka;8;2;1;24.04.2024
Sherman MacGyver;9;3;1;24.04.2024
Monique Spencer DVM;10;0;3;24.04.2024
Cheryl Turner;1;2;5;24.04.2024
Charles Hettinger;2;1;5;24.04.2024
Jean Wyman;3;2;3;24.04.2024
Ora Langworth;4;3;1;24.04.2024
Moses Schoen;5;5;4;24.04.2024
Wilbert Bode;6;4;1;24.04.2024
Grady Auer;7;4;4;24.04.2024
Dewey Gulgowski;8;0;0;24.04.2024
Cornelius Nikolaus;9;4;2;24.04.2024
Brian Hills;10;5;0;24.04.2024
Constance Bosco;1;3;1;24.04.2024
Victoria Brekke;2;3;4;24.04.2024
Nicolas Christiansen;3;4;4;24.04.2024
Elijah Bartoletti;4;2;2;24.04.2024
Blanche Marks;5;2;3;24.04.2024
Mr. Bob Hermiston;6;1;4;24.04.2024
Danielle Christiansen III;7;3;0;24.04.2024
Raul Fadel V;8;3;2;24.04.2024
Claire Leffler;9;2;0;24.04.2024
Tasha Dooley;10;1;0;24.04.2024
Molly Ward;1;1;5;24.04.2024
Melba Gerlach;2;4;3;24.04.2024
Levi Hamill;3;1;0;24.04.2024
Shannon Wilkinson PhD;4;0;2;24.04.2024
Mr. Edgar Collins;5;4;5;24.04.2024
Rick Roberts;6;1;2;24.04.2024
Orville Stamm;7;4;3;24.04.2024
Kristopher Bernier;8;1;4;24.04.2024
Pat Morissette;9;5;5;24.04.2024
Tim Ziemann;10;2;4;24.04.2024
Leonard Bechtelar;1;4;0;24.04.2024
Alexandra Hudson;2;5;1;24.04.2024
Oliver Treutel;3;4;2;24.04.2024
Shelia Reinger;4;2;0;24.04.2024
Mr. Ralph Homenick PhD;5;3;3;24.04.2024
Krystal Terry;6;2;2;24.04.2024
Wade Harber;7;0;0;24.04.2024
Amanda Quitzon;8;4;0;24.04.2024
Judy Kreiger;9;0;5;24.04.2024
Inez Marvin;10;2;4;24.04.2024
Clara Hoppe;1;2;4;24.04.2024
Eddie GulgowskiSchulist;2;5;0;24.04.2024
Arlene Jenkins DDS;3;5;0;24.04.2024
Mr. Lynn Williamson;4;3;3;24.04.2024
Hilda Wisozk;5;1;5;24.04.2024
Carroll Crist;6;3;2;24.04.2024
Dr. Bertha Bogan;7;3;0;24.04.2024
